,Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Province,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate"
4413,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Elizabeth Ziegler Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,450,0.1,1.0,0.1,0.1,0.1,0.05,0.76,3,0.71,-2,0.54,-9,0.82,2,0.78,1,0.48,-7,0.1,0.05
4415,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Empire Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,620,0.34,1.0,0.17,0.17,0.07,0.0,0.78,-2,0.66,-2,0.61,-4,0.84,-1,0.84,2,0.42,-23,0.09,0.0
4416,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Floradale Public School,Public,Not applicable,Elementary,English,JK-8,Elmira,Ontario,255,0.55,1.0,0.0,0.0,0.1,0.0,0.6,-18,0.7,-24,0.5,-33,0.72,4,0.72,9,0.6,28,0.15,0.6
4417,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Forest Glen Public School,Public,Not applicable,Elementary,English,JK-8,New Hamburg,Ontario,505,0.04,1.0,0.01,0.02,0.21,0.0,0.65,-20,0.72,-5,0.4,-41,0.83,8,0.81,7,0.38,-4,0.13,0.07
4419,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Forest Hill Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,470,0.4,0.95,0.1,0.1,0.15,0.0,0.77,16,0.69,8,0.48,10,0.68,-15,0.74,6,0.4,-4,0.35,0.2
4420,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Franklin Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,585,0.22,1.0,0.09,0.09,0.17,0.0,0.66,8,0.63,0,0.51,9,0.78,-1,0.72,3,0.32,-11,0.25,0.1
4422,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Glencairn Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,300,0.2,1.0,0.05,0.05,0.25,0.0,0.8,20,0.71,31,0.74,17,0.73,-1,0.81,16,0.43,4,0.1,0.05
4425,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Grand View Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,265,0.1,1.0,0.0,0.0,0.2,0.0,0.78,-1,0.88,11,0.71,11,0.77,1,0.74,-1,0.33,-2,0.15,0.05
4426,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Grandview Public School,Public,Not applicable,Elementary,English,JK-6,New Hamburg,Ontario,235,0.05,1.0,0.0,0.05,0.1,0.0,0.56,-3,0.56,15,0.56,-3,0.79,-10,0.79,-2,0.46,-10,0.05,0.0
4428,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Hespeler Public School,Public,Not applicable,Elementary,English,JK-8,Cambridge,Ontario,690,0.1,1.0,0.01,0.0,0.16,0.0,0.87,17,0.7,-2,0.66,5,0.87,3,0.88,1,0.58,1,0.08,0.02
4430,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Hillcrest Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,360,0.2,1.0,0.0,0.05,0.1,0.0,0.71,-9,0.71,-5,0.55,-25,0.98,1,0.98,12,0.73,27,0.1,0.05
4431,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Howard Robertson Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,360,0.35,1.0,0.2,0.2,0.15,0.0,0.43,7,0.4,13,0.26,-1,0.47,-12,0.65,15,0.19,-1,0.4,0.2
4433,Waterloo Region DSB,Pub Dist Sch Brd (E/F),J F Carmichael Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,450,0.3,1.0,0.1,0.1,0.1,0.0,0.65,14,0.4,4,0.48,10,0.66,5,0.58,3,0.38,7,0.3,0.2
4437,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Jean Steckle Public School,Public,Not applicable,Elementary,English,JK-8,Kitchener,Ontario,725,0.27,1.0,0.05,0.05,0.13,0.0,0.78,-2,0.7,-18,0.61,-10,0.77,8,0.75,18,0.59,23,0.14,0.04
4438,Waterloo Region DSB,Pub Dist Sch Brd (E/F),John Darling Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,225,0.1,1.0,0.05,0.05,0.2,0.0,0.79,-4,0.76,-4,0.64,-13,0.87,13,0.77,-7,0.55,20,0.1,0.15
4439,Waterloo Region DSB,Pub Dist Sch Brd (E/F),John Mahood Public School,Public,Not applicable,Elementary,English,JK-6,Elmira,Ontario,410,0.0,1.0,0.0,0.0,0.1,0.0,0.77,32,0.5,7,0.56,17,0.83,11,0.76,1,0.47,10,0.1,0.05
4440,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Keatsway Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,405,0.4,1.0,0.2,0.2,0.15,0.0,0.83,26,0.7,13,0.52,4,0.79,1,0.77,10,0.48,-12,0.3,0.15
4441,Waterloo Region DSB,Pub Dist Sch Brd (E/F),King Edward Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,335,0.25,1.0,0.1,0.1,0.3,0.0,0.54,0,0.37,-9,0.37,-1,0.72,-3,0.78,25,0.4,-10,0.3,0.1
4443,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Lackner Woods Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,510,0.32,1.0,0.08,0.07,0.15,0.0,0.78,-5,0.77,-10,0.67,-10,0.89,-7,0.87,-2,0.64,-19,0.08,0.03
4444,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Laurelwood Public School,Public,Not applicable,Elementary,English,JK-8,Waterloo,Ontario,665,0.49,0.99,0.17,0.17,0.17,0.0,0.88,-5,0.89,-1,0.73,-13,0.96,1,0.96,0,0.85,1,0.1,0.0
4446,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Lester B Pearson Public School,Public,Not applicable,Elementary,English,JK-8,Waterloo,Ontario,695,0.26,1.0,0.06,0.06,0.18,0.01,0.85,5,0.75,-4,0.68,0,0.86,1,0.86,1,0.71,13,0.08,0.03
4447,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Lexington Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,350,0.2,1.0,0.05,0.05,0.25,0.0,0.89,16,0.74,22,0.8,19,0.97,5,0.87,-2,0.45,-19,0.0,0.0
4448,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Lincoln Heights Public School,Public,Not applicable,Elementary,English,JK-8,Waterloo,Ontario,360,0.2,1.0,0.1,0.1,0.2,0.0,0.6,-2,0.34,-25,0.34,-14,0.62,5,0.66,14,0.38,24,0.25,0.1
4449,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Linwood Public School,Public,Not applicable,Elementary,English,JK-8,Linwood,Ontario,395,0.75,1.0,0.0,0.0,0.15,0.0,0.5,7,0.58,1,0.28,-15,0.64,2,0.76,19,0.45,15,0.2,0.55
4451,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Mackenzie King Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,245,0.25,1.0,0.05,0.0,0.2,0.0,0.74,9,0.7,-8,0.65,-5,0.82,1,0.76,-2,0.59,18,0.1,0.1
4452,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Manchester Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,370,0.5,1.0,0.1,0.1,0.15,0.0,0.41,-14,0.23,-25,0.33,-17,0.82,2,0.68,5,0.39,0,0.35,0.25
4454,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Mary Johnston Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,440,0.2,1.0,0.05,0.1,0.2,0.0,0.83,9,0.75,7,0.7,-2,0.9,-1,0.95,16,0.76,16,0.1,0.0
4455,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Meadowlane Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,250,0.15,1.0,0.1,0.1,0.15,0.0,0.37,2,0.33,6,0.33,-9,0.43,-21,0.41,-7,0.22,-2,0.25,0.1
4456,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Millen Woods Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,360,0.3,1.0,0.05,0.1,0.15,0.0,0.77,4,0.74,-3,0.56,-11,0.94,5,0.89,-3,0.71,2,0.05,0.0
4457,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Moffat Creek Public School,Public,Not applicable,Elementary,English,JK-8,Cambridge,Ontario,695,0.16,1.0,0.04,0.04,0.2,0.0,0.67,-3,0.61,-13,0.45,-20,0.83,6,0.77,5,0.39,-13,0.16,0.04
4458,Waterloo Region DSB,Pub Dist Sch Brd (E/F),N A MacEachern Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,330,0.2,1.0,0.05,0.1,0.1,0.0,0.77,-2,0.64,-6,0.77,7,0.84,3,0.87,6,0.69,25,0.15,0.0
4459,Waterloo Region DSB,Pub Dist Sch Brd (E/F),New Dundee Public School,Public,Not applicable,Elementary,English,JK-6,New Dundee,Ontario,175,0.1,1.0,0.0,0.0,0.15,0.0,0.85,-8,0.95,-5,0.8,-13,1.0,4,1.0,15,0.68,22,0.05,0.1
4460,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Northlake Woods Public School,Public,Not applicable,Elementary,English,JK-8,Waterloo,Ontario,370,0.1,1.0,0.0,0.05,0.2,0.0,0.76,7,0.65,1,0.65,-7,0.76,-10,0.79,-10,0.55,-2,0.1,0.0
4462,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Parkway Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,300,0.3,1.0,0.1,0.1,0.2,0.0,0.76,32,0.62,6,0.55,17,0.81,6,0.81,31,0.27,22,0.3,0.1
4463,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Pioneer Park Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,360,0.15,1.0,0.1,0.1,0.3,0.0,0.6,1,0.51,-16,0.47,0,0.6,-12,0.7,4,0.26,-8,0.2,0.0
4465,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Preston Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,250,0.2,0.95,0.1,0.1,0.35,0.0,0.7,11,0.61,2,0.48,-16,0.76,-3,0.64,-22,0.06,-23,0.2,0.0
4466,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Prueter Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,245,0.1,1.0,0.05,0.05,0.45,0.0,0.62,8,0.54,3,0.46,-8,0.61,15,0.42,2,0.21,-8,0.2,0.1
4467,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Queen Elizabeth Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,230,0.2,1.0,0.15,0.15,0.3,0.0,0.31,-13,0.35,-3,0.12,-19,0.41,-31,0.37,-46,0.13,-35,0.3,0.1
4469,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Riverside Public School,Public,Not applicable,Elementary,English,JK-6,Elmira,Ontario,400,0.05,1.0,0.0,0.05,0.15,0.0,0.78,10,0.63,-1,0.67,3,0.77,9,0.81,15,0.44,17,0.05,0.1
4470,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Rockway Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,235,0.4,1.0,0.2,0.2,0.15,0.0,0.52,3,0.31,-15,0.31,-3,0.38,-17,0.42,-8,0.04,-16,0.45,0.1
4473,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Ryerson Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,475,0.3,1.0,0.05,0.05,0.1,0.0,0.69,2,0.66,-4,0.51,7,0.89,11,0.85,14,0.44,-8,0.1,0.1
4474,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Saginaw Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,395,0.3,1.0,0.0,0.0,0.2,0.0,0.7,6,0.72,-4,0.53,2,0.86,10,0.92,10,0.62,21,0.05,0.05
4475,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Sandhills Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,670,0.33,1.0,0.1,0.11,0.12,0.0,0.77,-1,0.73,-5,0.59,-4,0.77,-16,0.83,-8,0.44,1,0.14,0.04
4476,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Sandowne Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,295,0.2,1.0,0.05,0.0,0.15,0.0,0.74,1,0.59,-8,0.51,-5,0.71,-20,0.74,-19,0.55,8,0.2,0.05
4477,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Sheppard Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,365,0.1,1.0,0.1,0.1,0.2,0.0,0.79,4,0.66,4,0.49,-20,0.98,14,0.86,6,0.68,15,0.2,0.05
4478,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Silverheights Public School,Public,Not applicable,Elementary,English,JK-8,Cambridge,Ontario,720,0.21,1.0,0.04,0.04,0.16,0.0,0.74,-2,0.58,-11,0.39,-19,0.89,1,0.83,2,0.43,-10,0.08,0.02
4479,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Sir Adam Beck Public School,Public,Not applicable,Elementary,English,JK-8,Baden,Ontario,605,0.04,1.0,0.01,0.0,0.14,0.0,0.78,11,0.73,6,0.59,-9,0.85,5,0.85,1,0.58,3,0.04,0.01
4481,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Smithson Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,230,0.1,1.0,0.05,0.05,0.15,0.0,0.69,10,0.53,22,0.53,22,0.73,-7,0.63,-14,0.6,0,0.15,0.1
4482,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Southridge Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,410,0.25,0.95,0.25,0.25,0.2,0.0,0.55,2,0.48,-5,0.29,-22,0.53,-18,0.65,6,0.18,-7,0.25,0.2
4485,Waterloo Region DSB,Pub Dist Sch Brd (E/F),St Jacobs Public School,Public,Not applicable,Elementary,English,JK-8,St Jacobs,Ontario,295,0.0,1.0,0.0,0.0,0.2,0.0,0.85,5,0.81,-6,0.77,0,1.0,4,0.96,0,0.61,-10,0.1,0.2
4487,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Stewart Avenue Public School,Public,Not applicable,Elementary,English,JK-8,Cambridge,Ontario,555,0.11,0.99,0.01,0.01,0.28,0.0,0.65,6,0.67,8,0.52,4,0.7,-4,0.67,-5,0.35,-8,0.21,0.06
4488,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Suddaby Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,475,0.25,1.0,0.2,0.2,0.1,0.0,0.68,15,0.52,3,0.45,1,0.5,-20,0.57,-8,0.36,-12,0.25,0.15
4490,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Tait Street Public School,Public,Not applicable,Elementary,English,JK-6,Cambridge,Ontario,525,0.05,1.0,0.01,0.01,0.17,0.0,0.61,-9,0.67,9,0.59,4,0.74,8,0.74,11,0.29,-10,0.15,0.05
4492,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Trillium Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,220,0.3,1.0,0.1,0.1,0.15,0.0,0.43,-7,0.38,0,0.1,-21,0.88,13,0.81,26,0.25,-10,0.35,0.2
4493,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Vista Hills Public School,Public,Not applicable,Elementary,English,JK-8,Waterloo,Ontario,800,0.51,1.0,0.12,0.12,0.15,0.0,0.85,-9,0.77,-7,0.72,-18,0.89,-7,0.88,-1,0.68,-6,0.12,0.03
4494,Waterloo Region DSB,Pub Dist Sch Brd (E/F),W.T. Townshend Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,660,0.42,1.0,0.11,0.11,0.1,0.0,0.76,18,0.68,5,0.5,-6,0.8,-7,0.79,-5,0.49,-14,0.13,0.03
4497,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Wellesley Public School,Public,Not applicable,Elementary,English,JK-8,Wellesley,Ontario,720,0.22,1.0,0.01,0.02,0.16,0.0,0.76,9,0.79,1,0.71,7,0.84,2,0.85,1,0.59,2,0.11,0.18
4499,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Westmount Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,525,0.45,1.0,0.25,0.26,0.11,0.0,0.56,11,0.39,9,0.35,10,0.75,12,0.71,15,0.47,10,0.29,0.13
4500,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Westvale Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,405,0.2,1.0,0.1,0.1,0.1,0.0,0.78,-4,0.73,-6,0.67,5,0.91,14,0.92,18,0.38,5,0.1,0.0
4502,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Williamsburg Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,680,0.42,1.0,0.08,0.09,0.21,0.0,0.83,3,0.74,6,0.61,9,0.88,7,0.87,1,0.62,6,0.11,0.04
4503,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Wilson Avenue Public School,Public,Not applicable,Elementary,English,JK-6,Kitchener,Ontario,525,0.48,0.99,0.23,0.23,0.18,0.0,0.49,14,0.57,0,0.29,-6,0.63,-14,0.68,-5,0.42,-8,0.38,0.14
4504,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Winston Churchill Public School,Public,Not applicable,Elementary,English,JK-6,Waterloo,Ontario,295,0.5,1.0,0.3,0.3,0.15,0.0,0.61,-1,0.5,-10,0.28,-22,0.65,-15,0.68,-20,0.29,-31,0.45,0.2
4505,Waterloo Region DSB,Pub Dist Sch Brd (E/F),Woodland Park Public School,Public,Not applicable,Elementary,English,JK-8,Cambridge,Ontario,420,0.2,1.0,0.0,0.0,0.2,0.0,0.86,12,0.79,11,0.71,32,0.85,10,0.87,10,0.72,28,0.0,0.05
4676,York Region DSB,Pub Dist Sch Brd (E/F),Aldergrove Public School,Public,Not applicable,Elementary,English,JK-8,Unionville,Ontario,685,0.93,1.0,0.09,0.09,0.07,0.0,0.72,-9,0.67,-19,0.58,-26,0.89,2,0.92,5,0.56,-8,0.31,0.32
4678,York Region DSB,Pub Dist Sch Brd (E/F),Alexander Muir Public School,Public,Not applicable,Elementary,English,JK-8,Newmarket,Ontario,595,0.52,1.0,0.06,0.07,0.11,0.0,0.88,13,0.88,15,0.82,13,0.85,-7,0.88,-4,0.49,-13,0.11,0.01
4679,York Region DSB,Pub Dist Sch Brd (E/F),Anne Frank Public School,Public,Not applicable,Elementary,English,JK-8,Maple,Ontario,680,0.35,1.0,0.06,0.06,0.09,0.0,0.75,-10,0.65,-20,0.59,-22,0.82,3,0.93,12,0.4,-18,0.09,0.0
4680,York Region DSB,Pub Dist Sch Brd (E/F),Armadale Public School,Public,Not applicable,Elementary,English,JK-8,Markham,Ontario,705,0.88,1.0,0.09,0.08,0.1,0.0,0.76,4,0.76,-3,0.73,18,0.78,-3,0.83,-1,0.51,-1,0.29,0.2
4681,York Region DSB,Pub Dist Sch Brd (E/F),Armitage Village Public School,Public,Not applicable,Elementary,English,JK-8,Newmarket,Ontario,420,0.35,1.0,0.05,0.05,0.1,0.0,0.87,9,0.87,7,0.53,-15,0.82,-4,0.8,-1,0.36,3,0.1,0.1
4682,York Region DSB,Pub Dist Sch Brd (E/F),Ashton Meadows Public School,Public,Not applicable,Elementary,English,JK-8,Markham,Ontario,330,0.6,1.0,0.05,0.05,0.1,0.35,0.86,28,0.71,13,0.48,-6,0.9,4,0.87,6,0.77,1,0.2,0.0
4683,York Region DSB,Pub Dist Sch Brd (E/F),Aurora Grove Public School,Public,Not applicable,Elementary,English,JK-8,Aurora,Ontario,545,0.54,1.0,0.12,0.12,0.08,0.0,0.82,-7,0.85,4,0.62,-16,0.97,12,0.97,8,0.75,27,0.11,0.03
4684,York Region DSB,Pub Dist Sch Brd (E/F),Aurora Heights Public School,Public,Not applicable,Elementary,English,JK-8,Aurora,Ontario,435,0.25,1.0,0.15,0.15,0.1,0.0,0.75,1,0.69,-5,0.64,7,0.76,-12,0.74,-8,0.47,3,0.1,0.0
4686,York Region DSB,Pub Dist Sch Brd (E/F),Bakersfield Public School,Public,Not applicable,Elementary,English,JK-8,Thornhill,Ontario,565,0.45,1.0,0.07,0.06,0.13,0.01,0.85,-2,0.89,-3,0.75,-8,0.84,-9,0.86,-7,0.42,-15,0.1,0.01
4687,York Region DSB,Pub Dist Sch Brd (E/F),Ballantrae Public School,Public,Not applicable,Elementary,English,JK-8,Stouffville,Ontario,250,0.15,1.0,0.0,0.05,0.1,0.0,0.71,14,0.71,4,0.52,-5,0.79,-14,0.79,4,0.37,-13,0.15,0.0
4689,York Region DSB,Pub Dist Sch Brd (E/F),Baythorn Public School,Public,Not applicable,Elementary,English,JK-8,Thornhill,Ontario,530,0.46,1.0,0.09,0.08,0.09,0.01,0.83,2,0.79,-13,0.66,1,0.92,2,0.94,6,0.8,35,0.17,0.01
4690,York Region DSB,Pub Dist Sch Brd (E/F),Bayview Fairways Public School,Public,Not applicable,Elementary,English,JK-8,Thornhill,Ontario,250,0.5,1.0,0.1,0.1,0.05,0.0,0.96,4,0.86,-2,0.89,-3,0.94,-1,0.94,-6,0.94,4,0.1,0.0
4691,York Region DSB,Pub Dist Sch Brd (E/F),Bayview Glen Public School,Public,Not applicable,Elementary,English,JK-8,Thornhill,Ontario,210,0.5,1.0,0.1,0.05,0.1,0.0,0.96,11,0.96,5,0.93,17,0.94,16,0.97,16,0.85,16,0.1,0.0
4692,York Region DSB,Pub Dist Sch Brd (E/F),Bayview Hill Elementary School,Public,Not applicable,Elementary,English,JK-8,Richmond Hill,Ontario,710,0.6,1.0,0.15,0.15,0.08,0.0,0.95,8,0.94,4,0.92,9,0.88,5,0.91,10,0.72,-1,0.15,0.01
4694,York Region DSB,Pub Dist Sch Brd (E/F),Beckett Farm Public School,Public,Not applicable,Elementary,English,JK-8,Markham,Ontario,800,0.86,0.99,0.14,0.13,0.08,0.0,0.79,-11,0.84,-7,0.75,-13,0.89,0,0.87,-2,0.76,0,0.2,0.06
4699,York Region DSB,Pub Dist Sch Brd (E/F),Black River Public School,Public,Not applicable,Elementary,English,JK-8,Sutton West,Ontario,235,0.05,1.0,0.0,0.0,0.3,0.0,0.6,8,0.4,-3,0.2,7,0.63,-16,0.63,9,0.21,-17,0.15,0.1
4700,York Region DSB,Pub Dist Sch Brd (E/F),Black Walnut Public School,Public,Not applicable,Elementary,English,JK-8,Markham,Ontario,670,0.55,1.0,0.04,0.04,0.1,0.01,0.89,0,0.87,-3,0.8,-1,0.89,-4,0.9,-8,0.67,-7,0.11,0.01
4701,York Region DSB,Pub Dist Sch Brd (E/F),Blue Willow Public School,Public,Not applicable,Elementary,English,JK-8,Woodbridge,Ontario,640,0.49,1.0,0.11,0.11,0.11,0.0,0.71,-19,0.57,-37,0.6,-29,0.87,4,0.87,4,0.59,-8,0.1,0.03
4702,York Region DSB,Pub Dist Sch Brd (E/F),Bogart Public School,Public,Not applicable,Elementary,English,JK-8,Newmarket,Ontario,680,0.47,1.0,0.08,0.08,0.12,0.0,0.91,2,0.81,-13,0.79,-6,0.81,-5,0.88,-1,0.57,0,0.14,0.03
4703,York Region DSB,Pub Dist Sch Brd (E/F),Bond Lake Public School,Public,Not applicable,Elementary,English,JK-8,Richmond Hill,Ontario,585,0.59,1.0,0.1,0.1,0.14,0.01,0.9,-3,0.88,-1,0.78,-9,0.92,0,0.94,6,0.75,-8,0.16,0.03
4704,York Region DSB,Pub Dist Sch Brd (E/F),Boxwood Public School,Public,Not applicable,Elementary,English,JK-8,Markham,Ontario,325,0.8,1.0,0.05,0.05,0.05,0.0,0.82,19,0.79,10,0.67,1,0.97,3,0.97,8,0.73,12,0.2,0.05
4705,York Region DSB,Pub Dist Sch Brd (E/F),Brownridge Public School,Public,Not applicable,Elementary,English,JK-8,Thornhill,Ontario,320,0.5,1.0,0.1,0.1,0.25,0.0,0.64,-2,0.54,-17,0.46,-17,0.68,-8,0.71,-2,0.45,-17,0.15,0.0
4707,York Region DSB,Pub Dist Sch Brd (E/F),Buttonville Public School,Public,Not applicable,Elementary,English,JK-8,Markham,Ontario,430,0.6,1.0,0.15,0.15,0.05,0.0,0.89,-7,0.78,-18,0.76,-16,0.89,-7,0.94,2,0.87,9,0.1,0.0
4708,York Region DSB,Pub Dist Sch Brd (E/F),Carrville Mills Public School,Public,Not applicable,Elementary,English,JK-8,Thornhill,Ontario,695,0.34,1.0,0.07,0.06,0.13,0.0,0.86,-7,0.89,0,0.85,-2,0.9,2,0.94,0,0.72,16,0.08,0.0
4709,York Region DSB,Pub Dist Sch Brd (E/F),Castlemore Elementary Public School,Public,Not applicable,Elementary,English,JK-8,Markham,Ontario,750,0.73,1.0,0.15,0.15,0.08,0.01,0.88,-8,0.91,-6,0.75,-17,0.89,-5,0.93,-2,0.86,7,0.19,0.02
4710,York Region DSB,Pub Dist Sch Brd (E/F),Cedarwood Public School,Public,Not applicable,Elementary,English,JK-8,Markham,Ontario,795,0.93,0.99,0.12,0.13,0.06,0.0,0.92,3,0.88,0,0.62,-17,0.86,3,0.85,2,0.65,7,0.21,0.07
4711,York Region DSB,Pub Dist Sch Brd (E/F),Central Park Public School,Public,Not applicable,Elementary,English,JK-8,Markham,Ontario,570,0.7,0.99,0.11,0.11,0.07,0.0,0.89,-9,0.94,-2,0.79,-14,0.92,-6,0.92,-8,0.75,-14,0.11,0.04
4712,York Region DSB,Pub Dist Sch Brd (E/F),Charles Howitt Public School,Public,Not applicable,Elementary,English,JK-8,Richmond Hill,Ontario,520,0.67,1.0,0.17,0.17,0.08,0.19,0.73,-8,0.76,-5,0.66,-17,0.92,2,0.86,1,0.68,-5,0.2,0.0
4713,York Region DSB,Pub Dist Sch Brd (E/F),Charlton Public School,Public,Not applicable,Elementary,English,JK-8,Thornhill,Ontario,275,0.65,1.0,0.15,0.15,0.1,0.0,0.75,-9,0.84,0,0.69,-9,0.93,12,1.0,29,0.71,19,0.05,0.0
4714,York Region DSB,Pub Dist Sch Brd (E/F),Clearmeadow Public School,Public,Not applicable,Elementary,English,JK-8,Newmarket,Ontario,660,0.38,0.99,0.05,0.05,0.14,0.0,0.68,-4,0.74,2,0.44,-19,0.79,-3,0.84,5,0.42,-12,0.13,0.04
