,Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Province,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate"
46,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Archbishop O'Sullivan Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Kingston,Ontario,245,0.05,1.0,0.0,0.0,0.2,0.0,0.82,-9,0.79,-21,0.68,-3,0.68,-10,0.77,-11,0.27,-20,0.15,0.0
47,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Cathedrale Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Kingston,Ontario,415,0.1,1.0,0.0,0.0,0.1,0.0,0.82,-13,0.77,-5,0.69,-7,0.9,-2,0.94,2,0.61,-8,0.15,0.0
48,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Georges Vanier Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Belleville,Ontario,350,0.0,1.0,0.0,0.0,0.2,0.0,0.64,-2,0.64,-2,0.36,-17,0.71,-7,0.69,-18,0.4,-8,0.25,0.0
50,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Holy Name Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Kingston,Ontario,135,0.0,1.0,0.0,0.0,0.2,0.0,0.69,-31,1.0,10,0.69,-21,1.0,15,1.0,15,0.73,19,0.05,0.05
52,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Holy Rosary Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Belleville,Ontario,215,0.0,1.0,0.0,0.0,0.2,0.0,0.6,10,0.6,-7,0.35,-15,0.56,-6,0.74,21,0.22,-6,0.3,0.1
53,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),J J O'Neill Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Napanee,Ontario,275,0.0,1.0,0.0,0.0,0.25,0.0,0.56,10,0.59,-8,0.41,-9,0.7,-7,0.67,-13,0.36,3,0.2,0.1
54,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),John XXIII Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Kingston,Ontario,230,0.05,1.0,0.0,0.0,0.15,0.0,0.81,-3,0.86,2,0.76,-13,0.75,-25,0.81,-15,0.38,-34,0.1,0.0
56,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Mother Teresa Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Kingston,Ontario,425,0.0,1.0,0.05,0.0,0.1,0.0,0.79,-8,0.74,-19,0.54,-13,0.91,-6,0.93,-4,0.7,19,0.05,0.0
59,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Our Lady of Fatima Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Belleville,Ontario,185,0.0,1.0,0.0,0.05,0.25,0.0,0.42,-31,0.25,-48,0.33,-8,0.58,-18,0.68,-22,0.32,-11,0.3,0.1
60,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Our Lady of Lourdes Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Kingston,Ontario,275,0.0,1.0,0.05,0.05,0.2,0.0,0.88,-2,0.91,1,0.85,2,0.86,7,0.86,7,0.43,0,0.1,0.05
62,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Our Lady of Mount Carmel Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Amherstview,Ontario,525,0.01,0.99,0.0,0.01,0.12,0.0,0.7,4,0.58,-17,0.58,-19,0.76,5,0.83,9,0.12,-11,0.1,0.04
64,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Sacred Heart Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Marmora,Ontario,125,0.0,1.0,0.0,0.0,0.1,0.0,0.8,3,1.0,23,0.5,-12,0.69,7,0.81,19,0.19,7,0.3,0.15
69,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),St Gregory Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Picton,Ontario,235,0.0,1.0,0.0,0.0,0.2,0.0,0.92,44,0.85,11,0.51,-1,0.65,-27,0.62,-38,0.08,-64,0.2,0.0
71,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),St Joseph Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Belleville,Ontario,355,0.0,1.0,0.0,0.0,0.15,0.0,0.89,21,0.85,26,0.62,9,0.97,4,0.91,1,0.69,2,0.15,0.05
72,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),St Marguerite Bourgeoys Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Kingston,Ontario,415,0.0,0.95,0.0,0.0,0.2,0.0,0.69,-12,0.63,-18,0.43,-21,0.82,-7,0.89,11,0.42,-7,0.1,0.0
73,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),St Martha Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Kingston,Ontario,330,0.1,1.0,0.05,0.05,0.2,0.0,0.77,1,0.67,-4,0.64,25,0.89,8,0.87,6,0.51,-4,0.0,0.0
75,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),St Mary Catholic School,Catholic,Not applicable,Elementary,English,JK-6,Trenton,Ontario,370,0.0,1.0,0.0,0.0,0.15,0.0,0.55,-20,0.5,-12,0.34,-15,0.76,-8,0.86,-2,0.22,-4,0.2,0.15
77,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),St Michael Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Belleville,Ontario,635,0.03,1.0,0.02,0.02,0.16,0.0,0.59,-2,0.38,-18,0.38,-1,0.72,-5,0.67,0,0.28,5,0.26,0.07
79,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),St Patrick Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Harrowsmith,Ontario,250,0.0,1.0,0.0,0.0,0.1,0.0,0.88,-12,0.96,-1,0.84,-6,0.81,9,0.9,18,0.32,-12,0.1,0.05
81,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),St Paul Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Kingston,Ontario,150,0.1,0.95,0.1,0.1,0.2,0.0,0.46,-40,0.62,-38,0.38,-48,0.89,3,1.0,7,0.33,-31,0.2,0.0
83,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),St Peter Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Trenton,Ontario,320,0.0,1.0,0.0,0.0,0.15,0.0,0.66,5,0.68,-7,0.56,7,0.58,-27,0.65,-15,0.33,-22,0.15,0.05
85,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),St Thomas More Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Kingston,Ontario,245,0.15,1.0,0.15,0.1,0.25,0.0,0.57,-22,0.68,-11,0.36,-38,0.88,-8,0.88,-8,0.5,-25,0.25,0.1
182,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),Blessed Sacrament School,Catholic,Not applicable,Elementary,English,JK-8,Burford,Ontario,230,0.05,1.0,0.0,0.0,0.1,0.0,0.63,-11,0.42,-19,0.26,-17,0.81,-9,0.75,10,0.38,3,0.1,0.05
183,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),Christ the King School,Catholic,Not applicable,Elementary,English,JK-8,Brantford,Ontario,185,0.05,1.0,0.05,0.0,0.2,0.0,0.7,-10,0.83,13,0.61,31,0.93,33,0.87,-3,0.53,13,0.25,0.0
184,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),Holy Cross School,Catholic,Not applicable,Elementary,English,JK-8,Brantford,Ontario,215,0.05,1.0,0.0,0.05,0.2,0.0,0.46,-12,0.5,0,0.29,-6,0.78,13,0.91,26,0.26,-3,0.3,0.15
185,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),Holy Family School,Catholic,Not applicable,Elementary,English,JK-8,Paris,Ontario,180,0.0,1.0,0.0,0.0,0.15,0.0,0.79,-21,0.86,-14,0.57,-25,0.72,-14,0.72,-7,0.33,-17,0.1,0.0
187,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),Madonna Della Libera Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,BRANTFORD,Ontario,375,0.05,1.0,0.0,0.0,0.15,0.0,0.89,18,0.65,0,0.65,30,0.88,18,0.92,40,0.64,42,0.3,0.1
188,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),Notre Dame Catholic Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Caledonia,Ontario,275,0.0,1.0,0.0,0.0,0.1,0.0,0.93,16,0.76,-10,0.79,15,0.93,-1,0.96,13,0.81,18,0.0,0.0
189,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),Notre Dame School,Catholic,Not applicable,Elementary,English,JK-8,Brantford,Ontario,330,0.0,1.0,0.0,0.0,0.1,0.0,0.81,-2,0.73,-7,0.54,-19,0.67,23,0.67,29,0.21,-4,0.2,0.1
191,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),Our Lady of Providence Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brantford,Ontario,295,0.05,1.0,0.0,0.0,0.1,0.0,0.9,4,0.9,-2,0.7,5,0.89,9,0.92,8,0.64,16,0.05,0.05
193,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),Sacred Heart Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,PARIS,Ontario,350,0.05,0.95,0.0,0.05,0.1,0.0,0.94,18,0.94,15,0.82,23,0.94,7,0.97,16,0.4,-28,0.05,0.0
194,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),Sacred Heart School,Catholic,Not applicable,Elementary,English,JK-8,Langton,Ontario,170,0.0,1.0,0.0,0.0,0.05,0.0,0.84,-11,0.74,-26,0.68,-18,0.94,7,0.89,2,0.33,-32,0.2,0.4
196,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Basil Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brantford,Ontario,525,0.06,0.99,0.04,0.04,0.09,0.01,0.8,16,0.55,-12,0.67,16,0.83,-7,0.85,-2,0.64,3,0.12,0.03
197,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Bernard of Clairvaux School,Catholic,Not applicable,Elementary,English,JK-8,Waterford,Ontario,235,0.0,1.0,0.0,0.0,0.1,0.0,0.77,-10,0.68,-5,0.59,-14,0.88,0,0.82,0,0.53,-6,0.1,0.0
199,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Frances Cabrini School,Catholic,Not applicable,Elementary,English,JK-8,Delhi,Ontario,305,0.0,0.95,0.0,0.0,0.1,0.0,0.7,-6,0.88,20,0.76,24,0.93,5,0.93,17,0.74,-6,0.15,0.1
200,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Gabriel Catholic Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brantford,Ontario,395,0.05,1.0,0.0,0.0,0.1,0.05,0.93,5,0.97,11,0.73,6,0.84,2,0.93,13,0.5,15,0.1,0.0
201,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Joseph's School,Catholic,Not applicable,Elementary,English,JK-8,Simcoe,Ontario,520,0.04,0.99,0.02,0.03,0.1,0.0,0.9,10,0.92,3,0.88,20,0.96,11,0.92,9,0.52,10,0.2,0.07
202,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Leo School,Catholic,Not applicable,Elementary,English,JK-8,Brantford,Ontario,350,0.0,1.0,0.05,0.05,0.1,0.0,0.82,19,0.87,48,0.61,22,0.89,-5,0.89,0,0.59,15,0.15,0.05
205,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Mary's School,Catholic,Not applicable,Elementary,English,JK-8,Hagersville,Ontario,135,0.0,1.0,0.0,0.0,0.15,0.0,0.87,20,0.67,-13,0.4,-20,0.83,7,0.5,-9,0.5,15,0.1,0.05
207,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Michael's School,Catholic,Not applicable,Elementary,English,JK-8,Dunnville,Ontario,240,0.05,1.0,0.0,0.0,0.05,0.0,0.78,0,0.89,6,0.74,9,0.75,-7,0.94,26,0.5,14,0.2,0.1
209,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Patrick's School,Catholic,Not applicable,Elementary,English,JK-8,Caledonia,Ontario,215,0.05,1.0,0.0,0.0,0.1,0.0,0.93,17,0.93,22,0.67,-4,1.0,7,1.0,21,0.28,-36,0.05,0.05
210,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Peter School,Catholic,Not applicable,Elementary,English,JK-8,Brantford,Ontario,165,0.1,0.95,0.05,0.0,0.1,0.0,0.92,39,0.77,24,0.46,5,1.0,9,0.96,5,0.62,-6,0.2,0.05
211,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Pius X Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brantford,Ontario,290,0.0,1.0,0.05,0.05,0.1,0.05,0.53,10,0.36,-25,0.36,4,0.79,-11,0.79,-8,0.45,0,0.3,0.05
212,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Stephen's School,Catholic,Not applicable,Elementary,English,JK-8,Cayuga,Ontario,135,0.0,1.0,0.0,0.0,0.1,0.0,0.82,29,0.71,18,0.82,29,0.92,5,1.0,27,0.75,28,0.1,0.0
213,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),St. Theresa School,Catholic,Not applicable,Elementary,English,JK-8,Brantford,Ontario,160,0.05,1.0,0.0,0.0,0.1,0.0,0.56,-32,0.52,-29,0.59,-16,0.94,19,0.88,5,0.44,2,0.25,0.05
214,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),Ecole Immaculee-Conception Separate School,Catholic,Not applicable,Elementary,English,JK-8,Formosa,Ontario,310,0.0,1.0,0.0,0.0,0.2,0.0,0.81,-19,1.0,0,0.58,-12,1.0,9,1.0,4,0.46,-28,0.2,0.1
215,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),Holy Family Separate School,Catholic,Not applicable,Elementary,English,JK-8,Hanover,Ontario,310,0.05,1.0,0.0,0.05,0.2,0.0,0.77,8,0.71,-8,0.45,0,0.62,-14,0.62,-9,0.16,-28,0.15,0.1
221,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),St Anthony's Separate School,Catholic,Not applicable,Elementary,English,JK-8,Kincardine,Ontario,460,0.05,0.95,0.05,0.0,0.2,0.0,0.84,19,0.73,-4,0.51,-12,0.8,-12,0.73,-11,0.34,-28,0.1,0.1
223,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),St Joseph's School,Catholic,Not applicable,Elementary,English,JK-8,PORT ELGIN,Ontario,230,0.0,1.0,0.0,0.0,0.15,0.0,0.75,-1,0.75,-6,0.38,-19,0.79,11,0.79,6,0.29,-7,0.1,0.1
225,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),St Peter's & St Paul's Separate School,Catholic,Not applicable,Elementary,English,JK-8,Durham,Ontario,130,0.05,1.0,0.0,0.0,0.2,0.0,0.88,-4,0.5,-42,0.69,-8,0.88,6,1.0,6,0.44,-3,0.15,0.15
226,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),St Teresa of Calcutta Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Walkerton,Ontario,275,0.0,1.0,0.05,0.0,0.2,0.0,0.54,-26,0.54,-31,0.17,-58,0.84,-16,0.8,-12,0.68,-17,0.15,0.05
227,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),Bishop Macdonell Separate School,Catholic,Not applicable,Elementary,English,JK-6,Cornwall,Ontario,345,0.0,1.0,0.0,0.05,0.3,0.0,0.4,6,0.34,-35,0.2,10,0.59,9,0.41,-13,0.17,9,0.45,0.15
228,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),Holy Cross School,Catholic,Not applicable,Elementary,English,JK-6,Kemptville,Ontario,545,0.01,1.0,0.01,0.0,0.14,0.0,0.83,17,0.83,8,0.61,12,0.84,5,0.92,16,0.44,-1,0.09,0.02
229,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),Holy Name of Mary Separate School,Catholic,Not applicable,Elementary,English,JK-8,Almonte,Ontario,390,0.05,1.0,0.0,0.0,0.2,0.0,0.88,11,0.88,1,0.75,10,0.76,5,0.82,11,0.27,-14,0.1,0.0
232,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),Iona Academy,Catholic,Not applicable,Elementary,English,JK-8,Williamstown,Ontario,175,0.0,0.9,0.0,0.0,0.2,0.0,1.0,20,1.0,7,0.8,7,1.0,13,1.0,4,0.86,34,0.1,0.0
233,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),J L Jordan Separate School,Catholic,Not applicable,Elementary,English,JK-6,Brockville,Ontario,130,0.0,1.0,0.0,0.0,0.2,0.0,0.93,31,0.93,12,0.86,42,0.68,-12,0.82,-11,0.45,-15,0.2,0.0
234,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),Mother Teresa Catholic School,Catholic,Not applicable,Elementary,English,JK-6,Russell,Ontario,450,0.0,1.0,0.0,0.0,0.2,0.0,0.72,5,0.83,-2,0.55,4,0.9,6,0.95,5,0.43,2,0.05,0.0
237,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),Our Lady of Good Counsel Separate School,Catholic,Not applicable,Elementary,English,JK-8,Ingleside,Ontario,255,0.0,1.0,0.0,0.0,0.05,0.0,0.93,36,0.67,-33,0.37,1,0.95,-5,0.86,-7,0.57,-10,0.1,0.0
238,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),Pope John Paul II Regional Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Hammond,Ontario,210,0.0,1.0,0.0,0.0,0.2,0.0,0.82,-13,0.75,-14,0.57,-6,0.67,-1,0.62,-9,0.38,17,0.1,0.05
239,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),Sacred Heart School,Catholic,Not applicable,Elementary,English,JK-6,Cornwall,Ontario,425,0.05,0.95,0.05,0.05,0.3,0.0,0.66,-1,0.47,-26,0.24,-9,0.6,-15,0.57,-14,0.09,-37,0.4,0.1
241,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Andrew's Separate School,Catholic,Not applicable,Elementary,English,JK-8,St. Andrew's West,Ontario,205,0.0,0.95,0.0,0.0,0.25,0.0,0.87,11,0.87,16,0.61,8,0.87,23,0.9,30,0.19,11,0.15,0.05
242,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Anne's School,Catholic,Not applicable,Elementary,English,JK-6,Cornwall,Ontario,245,0.0,1.0,0.0,0.0,0.15,0.0,0.85,29,0.74,5,0.49,11,0.94,8,0.97,16,0.61,23,0.2,0.1
244,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Finnan's Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Alexandria,Ontario,115,0.05,0.95,0.0,0.05,0.4,0.0,0.65,15,0.65,-6,0.35,-8,0.58,-23,0.58,-23,0.0,-56,0.15,0.0
247,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Francis Xavier Separate School,Catholic,Not applicable,Elementary,English,JK-6,Brockville,Ontario,95,0.0,1.0,0.0,0.0,0.1,0.0,0.92,10,0.58,-24,0.67,-15,0.67,-27,0.67,-33,0.27,-23,0.3,0.1
249,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St John Bosco Catholic School,Catholic,Not applicable,Elementary,English,JK-6,Brockville,Ontario,325,0.0,1.0,0.0,0.05,0.15,0.0,0.74,9,0.59,-6,0.41,-6,0.92,3,0.97,8,0.37,2,0.15,0.05
251,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St John Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Perth,Ontario,345,0.0,1.0,0.0,0.0,0.2,0.0,0.92,16,0.82,17,0.61,4,0.92,10,0.97,10,0.61,12,0.2,0.0
253,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Joseph's Separate School,Catholic,Not applicable,Elementary,English,JK-8,Toledo,Ontario,190,0.0,1.0,0.0,0.0,0.25,0.0,0.92,21,0.84,1,0.72,5,0.88,6,0.82,0,0.06,-35,0.2,0.0
254,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Joseph's Separate School,Catholic,Not applicable,Elementary,English,JK-8,Gananoque,Ontario,315,0.0,0.95,0.0,0.0,0.2,0.0,0.92,7,0.92,-5,0.72,-5,0.91,5,0.91,2,0.5,-4,0.2,0.05
255,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Jude's Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Vankleek Hill,Ontario,260,0.4,0.65,0.0,0.0,0.2,0.0,0.76,39,0.55,7,0.48,18,0.68,-3,0.71,9,0.29,14,0.2,0.05
259,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Mary's Separate School,Catholic,Not applicable,Elementary,English,JK-6,Chesterville,Ontario,205,0.0,0.95,0.0,0.0,0.2,0.0,0.72,-6,0.88,21,0.44,-12,0.76,-24,0.76,-24,0.2,-60,0.15,0.0
260,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Mary-St Cecilia Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Morrisburg,Ontario,245,0.0,1.0,0.0,0.0,0.2,0.0,0.87,4,0.79,-9,0.55,-24,0.75,-14,0.86,8,0.36,-25,0.2,0.15
264,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Patrick Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-6,Rockland,Ontario,305,0.05,0.95,0.0,0.0,0.15,0.0,0.84,25,0.78,10,0.69,34,0.75,5,0.84,41,0.19,12,0.1,0.0
265,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St Peter's School,Catholic,Not applicable,Elementary,English,JK-6,Cornwall,Ontario,180,0.0,1.0,0.0,0.0,0.2,0.0,0.62,12,0.52,14,0.38,7,0.78,-1,0.81,-12,0.44,-20,0.25,0.1
273,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),St. Mark Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Prescott,Ontario,385,0.0,1.0,0.0,0.0,0.25,0.0,0.79,13,0.83,36,0.34,-13,0.84,1,0.84,3,0.45,-4,0.2,0.05
404,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Ange-Gabriel,Catholic,Not applicable,Elementary,French,JK-6,Mississauga,Ontario,345,0.65,0.6,0.0,0.0,0.1,0.0,0.98,2,0.95,10,0.92,1,0.98,-2,0.9,-3,0.9,-3,0.1,0.05
405,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Cardinal-Leger,Catholic,Not applicable,Elementary,French,JK-6,Kitchener,Ontario,300,0.55,0.7,0.05,0.05,0.05,0.0,0.82,-8,0.8,14,0.6,-14,0.95,-3,0.88,-3,0.88,-6,0.1,0.05
406,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Corpus-Christi,Catholic,Not applicable,Elementary,French,JK-6,Oshawa,Ontario,340,0.7,0.4,0.0,0.0,0.05,0.0,0.84,-11,0.84,-11,0.87,2,0.95,1,0.85,-6,0.88,11,0.1,0.0
407,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Frere-Andre,Catholic,Not applicable,Elementary,French,JK-6,Barrie,Ontario,375,0.45,0.65,0.0,0.0,0.15,0.0,0.82,1,0.76,-5,0.74,-7,0.88,7,0.62,-10,0.72,-2,0.1,0.0
408,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Georges-Etienne-Cartier,Catholic,Not applicable,Elementary,French,JK-6,Toronto,Ontario,370,0.6,0.4,0.05,0.0,0.1,0.0,0.84,-10,0.77,-12,0.82,-7,0.96,6,0.93,16,0.93,8,0.2,0.05
409,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Immaculee-Conception,Catholic,Not applicable,Elementary,French,JK-8,St Catharines,Ontario,175,0.65,0.45,0.05,0.05,0.2,0.0,0.88,11,0.76,19,0.76,6,0.89,10,0.63,13,0.79,8,0.2,0.05
410,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Jean-Beliveau,Catholic,Not applicable,Elementary,French,JK-6,East Gwillimbury,Ontario,175,0.4,0.65,0.0,0.05,0.1,0.0,0.67,-9,0.56,9,0.44,-44,1.0,0,0.84,-6,0.89,-1,0.1,0.0
411,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Jean-Paul II,Catholic,Not applicable,Elementary,French,JK-6,Whitby,Ontario,270,0.65,0.35,0.05,0.0,0.1,0.0,0.86,0,0.79,-7,0.83,2,0.95,-5,0.63,-30,0.83,-12,0.1,0.05
412,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Le-Petit-Prince,Catholic,Not applicable,Elementary,French,JK-8,Vaughan,Ontario,300,0.5,0.7,0.05,0.0,0.1,0.0,0.94,16,0.94,9,0.88,18,0.98,0,0.98,0,0.98,0,0.1,0.05
413,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Marguerite-Bourgeois-Borden,Catholic,Not applicable,Elementary,French,JK-8,Borden,Ontario,190,0.65,0.35,0.0,0.0,0.1,0.0,0.88,-12,0.72,-12,0.68,-8,1.0,6,0.85,-15,0.92,3,0.05,0.05
414,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Mere-Elisabeth-Bruyere,Catholic,Not applicable,Elementary,French,JK-6,Waterloo,Ontario,210,0.55,0.5,0.05,0.05,0.1,0.0,1.0,0,0.92,2,0.92,11,0.94,5,0.71,-15,0.88,-8,0.1,0.0
415,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Monseigneur-Jamot,Catholic,Not applicable,Elementary,French,JK-8,Peterborough,Ontario,250,0.5,0.5,0.0,0.0,0.1,0.0,0.96,1,1.0,0,0.89,14,1.0,5,0.96,10,0.85,-10,0.15,0.0
416,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Monseigneur-de-Laval,Catholic,Not applicable,Elementary,French,JK-8,Hamilton,Ontario,465,0.55,0.5,0.0,0.0,0.05,0.0,0.84,8,0.78,2,0.75,14,0.88,0,0.72,1,0.78,-1,0.2,0.05
