,Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Province,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate"
417,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Notre-Dame,Catholic,Not applicable,Elementary,French,JK-8,Hamilton,Ontario,220,0.65,0.5,0.1,0.1,0.1,0.0,0.68,2,0.3,-1,0.43,-5,0.92,6,0.46,-25,0.77,10,0.35,0.2
418,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Notre-Dame-de-Grace,Catholic,Not applicable,Elementary,French,JK-6,Etobicoke,Ontario,220,0.7,0.4,0.05,0.05,0.1,0.0,0.85,-11,0.82,-14,0.76,-20,1.0,6,0.87,-7,0.97,14,0.2,0.1
420,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Notre-Dame-de-la-Jeunesse-Ajax,Catholic,Not applicable,Elementary,French,JK-6,Ajax,Ontario,250,0.55,0.5,0.05,0.0,0.1,0.0,0.93,6,0.83,-8,0.8,15,0.95,-2,0.84,-4,0.84,-4,0.15,0.0
421,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Notre-Dame-de-la-Jeunesse-Niagara.F,Catholic,Not applicable,Elementary,French,JK-8,Niagara Falls,Ontario,145,0.45,0.55,0.0,0.0,0.2,0.0,0.8,9,0.6,-40,0.67,3,0.87,7,0.67,-28,0.87,17,0.2,0.05
422,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Pape-Francois,Catholic,Not applicable,Elementary,French,JK-8,Stouffville,Ontario,275,0.6,0.6,0.0,0.0,0.1,0.0,0.89,2,0.56,-21,0.63,-17,0.96,-4,0.91,-9,0.87,-8,0.1,0.05
423,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Rene-Lamoureux,Catholic,Not applicable,Elementary,French,JK-6,Mississauga,Ontario,245,0.65,0.7,0.05,0.1,0.15,0.0,0.8,2,0.56,-11,0.68,-8,0.97,1,0.8,-13,0.97,8,0.25,0.05
425,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Francois-d'Assise,Catholic,Not applicable,Elementary,French,JK-8,Welland,Ontario,150,0.7,0.3,0.0,0.0,0.1,0.0,0.52,-24,0.38,-33,0.43,-28,0.85,23,0.54,30,0.85,23,0.3,0.05
426,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Jean,Catholic,Not applicable,Elementary,French,JK-6,Aurora,Ontario,195,0.45,0.65,0.0,0.0,0.1,0.0,1.0,4,0.96,7,0.88,-5,0.97,-3,0.9,-5,0.9,5,0.15,0.05
427,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Jean-Baptiste,Catholic,Not applicable,Elementary,French,JK-8,Mississauga,Ontario,340,0.6,0.6,0.1,0.1,0.05,0.0,0.94,0,0.88,-4,0.88,-4,0.98,1,0.94,2,0.88,-9,0.2,0.05
428,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Jean-Bosco,Catholic,Not applicable,Elementary,French,JK-6,Caledon,Ontario,255,0.6,0.45,0.05,0.0,0.05,0.0,0.9,13,0.81,1,0.71,11,1.0,0,0.94,9,0.91,-1,0.1,0.0
429,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Jean-de-Lalande,Catholic,Not applicable,Elementary,French,JK-8,Toronto,Ontario,180,0.7,0.45,0.1,0.15,0.05,0.0,0.79,4,0.88,13,0.67,-16,1.0,0,1.0,0,0.87,5,0.3,0.1
430,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Joseph,Catholic,Not applicable,Elementary,French,JK-8,Port Colborne,Ontario,160,0.3,0.75,0.05,0.0,0.25,0.0,0.65,-27,0.47,-24,0.47,-24,1.0,33,0.69,16,0.69,2,0.2,0.0
433,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Nicolas,Catholic,Not applicable,Elementary,French,JK-6,MILTON,Ontario,170,0.5,0.65,0.0,0.05,0.05,0.0,0.87,-4,0.68,-15,0.74,-12,1.0,2,0.79,-11,0.85,6,0.1,0.05
434,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Noel-Chabanel-Cambridge,Catholic,Not applicable,Elementary,French,JK-6,Cambridge,Ontario,305,0.6,0.45,0.0,0.05,0.1,0.0,0.95,22,0.85,15,0.98,25,0.96,10,0.89,-4,0.93,3,0.1,0.0
435,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Noel-Chabanel-Toronto,Catholic,Not applicable,Elementary,French,JK-6,Etobicoke,Ontario,215,0.7,0.4,0.05,0.1,0.1,0.0,0.96,34,1.0,28,0.87,49,0.92,-4,0.67,-29,0.75,-14,0.35,0.2
436,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Philippe,Catholic,Not applicable,Elementary,French,JK-8,Burlington,Ontario,195,0.45,0.6,0.05,0.05,0.15,0.0,0.84,-10,0.65,-19,0.81,-16,0.82,-9,0.65,-24,0.71,-18,0.1,0.05
437,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Saint-Rene-Goupil,Catholic,Not applicable,Elementary,French,JK-8,Guelph,Ontario,290,0.25,0.75,0.0,0.0,0.1,0.0,0.88,-3,0.69,-20,0.58,-13,0.84,-12,0.79,-17,0.84,-9,0.1,0.05
440,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Sainte-Jeanne-d'Arc,Catholic,Not applicable,Elementary,French,JK-8,Brampton,Ontario,365,0.6,0.5,0.1,0.05,0.1,0.0,0.93,-5,0.81,-17,0.8,-9,0.94,1,0.88,6,0.73,-9,0.2,0.05
441,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Sainte-Madeleine,Catholic,Not applicable,Elementary,French,JK-6,Toronto,Ontario,290,0.75,0.5,0.1,0.05,0.1,0.0,0.81,-2,0.7,-9,0.56,-27,0.92,-6,0.81,-19,0.85,-8,0.25,0.05
442,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Sainte-Marguerite-Bourgeoys-Brantfrd,Catholic,Not applicable,Elementary,French,JK-8,Brantford,Ontario,180,0.6,0.45,0.0,0.0,0.1,0.0,0.74,-7,0.39,-28,0.3,-56,0.94,9,0.56,-44,0.75,-10,0.2,0.1
443,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Sainte-Marguerite-Bourgeoys-Markham,Catholic,Not applicable,Elementary,French,JK-8,Markham,Ontario,245,0.6,0.65,0.1,0.05,0.05,0.0,0.94,-1,0.91,-9,0.91,-4,0.97,0,0.97,-3,0.93,-4,0.15,0.0
444,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Sainte-Marguerite-Bourgeoys-St.Cath,Catholic,Not applicable,Elementary,French,JK-8,St Catharines,Ontario,135,0.4,0.65,0.05,0.05,0.1,0.0,0.86,36,0.86,36,0.86,53,0.88,-6,0.62,-32,0.62,-38,0.15,0.1
445,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Sainte-Marguerite-d'Youville,Catholic,Not applicable,Elementary,French,JK-8,Toronto,Ontario,415,0.65,0.5,0.0,0.0,0.1,0.0,0.92,-2,0.82,-9,0.84,-5,0.98,2,0.91,-1,0.92,2,0.15,0.0
446,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Sainte-Marie-Oakville,Catholic,Not applicable,Elementary,French,JK-8,Oakville,Ontario,410,0.6,0.5,0.1,0.05,0.05,0.0,0.97,-1,0.86,7,0.81,-15,0.98,-2,0.92,2,0.95,-3,0.1,0.0
448,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC Samuel-de-Champlain,Catholic,Not applicable,Elementary,French,JK-6,Orillia,Ontario,130,0.4,0.6,0.0,0.0,0.1,0.0,0.9,-3,0.85,18,0.9,10,0.92,0,0.83,-9,0.92,-8,0.15,0.1
450,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC du Sacre-Coeur-Georgetown,Catholic,Not applicable,Elementary,French,JK-8,Georgetown,Ontario,165,0.4,0.65,0.0,0.05,0.05,0.0,0.92,8,0.85,-3,0.77,-11,0.88,-1,0.65,-24,0.76,-7,0.05,0.0
451,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC du Sacre-Coeur-Toronto,Catholic,Not applicable,Elementary,French,JK-6,Toronto,Ontario,165,0.6,0.4,0.1,0.1,0.1,0.0,0.85,6,0.73,-13,0.62,-17,0.94,15,0.59,-5,0.65,-6,0.3,0.05
452,CS catholique MonAvenir,Cath Dist Sch Brd (E/F),EEC du Sacre-Coeur-Welland,Catholic,Not applicable,Elementary,French,JK-8,Welland,Ontario,235,0.6,0.4,0.0,0.0,0.2,0.0,0.75,6,0.67,-5,0.58,-20,0.92,-1,0.68,-5,0.81,-2,0.15,0.05
519,CSDC Franco-Nord,Cath Dist Sch Brd (E/F),Ecole Saint-Raymond,Catholic,Not applicable,Elementary,French,JK-6,North Bay,Ontario,155,0.9,0.1,0.0,0.0,0.2,0.0,0.83,-11,0.75,3,0.83,-11,0.94,-6,0.67,-16,0.44,-48,0.2,0.0
520,CSDC Franco-Nord,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Joseph,Catholic,Not applicable,Elementary,French,JK-8,Sturgeon Falls,Ontario,275,0.8,0.2,0.0,0.0,0.25,0.0,0.9,3,0.67,-17,0.6,-21,0.92,8,0.5,-31,0.58,-10,0.2,0.05
521,CSDC Franco-Nord,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saints-Anges,Catholic,Not applicable,Elementary,French,JK-6,North Bay,Ontario,275,0.3,0.65,0.0,0.0,0.15,0.0,0.67,4,0.62,12,0.62,-15,0.77,-9,0.35,-32,0.65,3,0.1,0.05
528,CSDC Franco-Nord,Cath Dist Sch Brd (E/F),Ecole separee La Resurrection,Catholic,Not applicable,Elementary,French,JK-8,Sturgeon Falls,Ontario,215,0.85,0.2,0.0,0.0,0.25,0.0,0.64,-12,0.64,-7,0.5,-26,0.65,-13,0.45,-25,0.55,-23,0.2,0.0
531,CSDC Franco-Nord,Cath Dist Sch Brd (E/F),Ecole separee Saint-Thomas-D'Aquin,Catholic,Not applicable,Elementary,French,JK-8,Astorville,Ontario,260,0.7,0.25,0.0,0.0,0.2,0.0,0.69,3,0.52,-3,0.55,14,0.88,-7,0.56,-30,0.72,-14,0.15,0.0
532,CSDC Franco-Nord,Cath Dist Sch Brd (E/F),Ecole separee Saint-Vincent,Catholic,Not applicable,Elementary,French,JK-6,North Bay,Ontario,130,0.7,0.3,0.0,0.0,0.25,0.0,0.72,7,0.56,-14,0.72,-8,0.83,-7,0.39,-42,0.74,-16,0.25,0.1
537,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Elda-Rouleau,Catholic,Not applicable,Elementary,French,JK-6,Alexandria,Ontario,230,0.7,0.35,0.0,0.0,0.1,0.0,0.79,-2,0.75,-6,0.67,-11,0.9,-1,0.7,-13,0.87,4,0.2,0.0
538,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Embrun - Pav. Saint-Jean/Pav. La Croisee,Catholic,Not applicable,Elementary,French,JK-6,Embrun,Ontario,615,0.84,0.16,0.0,0.0,0.15,0.0,0.83,2,0.69,1,0.62,-6,0.96,-3,0.85,-6,0.65,-6,0.07,0.0
540,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Marie-Tanguay,Catholic,Not applicable,Elementary,French,JK-6,Cornwall,Ontario,400,0.65,0.3,0.0,0.0,0.2,0.0,0.91,14,0.74,-1,0.84,13,0.94,12,0.94,38,0.86,18,0.25,0.05
541,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Notre-Dame,Catholic,Not applicable,Elementary,French,JK-6,Cornwall,Ontario,310,0.35,0.7,0.0,0.0,0.15,0.0,0.8,-4,0.73,-4,0.78,-16,0.8,-5,0.43,-48,0.6,-7,0.3,0.1
543,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Paul VI,Catholic,Not applicable,Elementary,French,JK-6,Hawkesbury,Ontario,270,1.0,0.0,0.0,0.0,0.3,0.0,0.87,12,0.64,-3,0.72,14,0.83,-11,0.66,-9,0.57,-12,0.3,0.15
544,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Sacre-Coeur,Catholic,Not applicable,Elementary,French,JK-6,Bourget,Ontario,170,0.8,0.15,0.0,0.0,0.1,0.0,1.0,25,0.78,3,0.96,8,1.0,4,1.0,4,1.0,4,0.1,0.1
546,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Gregoire,Catholic,Not applicable,Elementary,French,JK-6,Vankleek Hill,Ontario,145,0.65,0.3,0.0,0.0,0.1,0.0,0.84,2,0.79,-12,0.84,-7,1.0,0,1.0,6,0.93,5,0.1,0.0
547,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Isidore,Catholic,Not applicable,Elementary,French,JK-6,St-Isidore,Ontario,170,0.9,0.1,0.0,0.0,0.3,0.0,0.68,-21,0.59,-25,0.68,-11,0.94,9,0.62,-27,0.75,-10,0.15,0.1
548,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Jean-Baptiste,Catholic,Not applicable,Elementary,French,JK-6,L'Orignal,Ontario,195,0.95,0.05,0.0,0.0,0.2,0.0,0.83,-3,0.73,0,0.7,-16,0.93,-7,0.82,-16,0.82,-8,0.1,0.05
549,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Joseph (Russell),Catholic,Not applicable,Elementary,French,JK-6,Russell,Ontario,260,0.45,0.5,0.0,0.0,0.1,0.0,0.9,3,0.76,-4,0.81,1,0.96,-1,0.83,-6,0.96,10,0.05,0.05
550,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Joseph (Wendover),Catholic,Not applicable,Elementary,French,JK-6,Wendover,Ontario,185,0.95,0.05,0.0,0.0,0.1,0.0,0.82,14,0.5,-8,0.77,9,1.0,7,0.82,-11,1.0,7,0.1,0.0
551,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Mathieu,Catholic,Not applicable,Elementary,French,JK-6,Hammond,Ontario,205,0.95,0.05,0.0,0.0,0.1,0.0,0.96,0,0.77,-15,0.85,-7,1.0,6,0.84,1,0.79,7,0.05,0.1
552,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Paul,Catholic,Not applicable,Elementary,French,JK-6,Plantagenet,Ontario,180,0.9,0.1,0.0,0.0,0.3,0.0,0.78,4,0.56,-23,0.72,4,0.88,-4,0.67,-25,0.67,-6,0.1,0.05
553,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Viateur,Catholic,Not applicable,Elementary,French,JK-6,Limoges,Ontario,385,0.85,0.2,0.0,0.0,0.1,0.0,0.91,11,0.78,-5,0.56,-20,0.84,-6,0.74,0,0.87,18,0.1,0.0
554,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Victor,Catholic,Not applicable,Elementary,French,JK-6,Alfred,Ontario,225,0.95,0.0,0.0,0.0,0.2,0.0,0.93,-3,0.89,15,0.96,15,1.0,0,0.96,-4,0.96,10,0.1,0.0
555,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Sainte-Felicite,Catholic,Not applicable,Elementary,French,JK-6,Clarence Creek,Ontario,195,0.9,0.1,0.0,0.0,0.2,0.0,0.78,-12,0.59,-3,0.78,-8,0.85,-12,0.85,1,0.8,-1,0.1,0.0
556,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Sainte-Lucie,Catholic,Not applicable,Elementary,French,JK-6,Long Sault,Ontario,250,0.45,0.6,0.0,0.0,0.1,0.0,0.84,-16,0.68,-29,0.71,-29,1.0,0,0.84,-10,0.95,1,0.1,0.0
557,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Sainte-Trinite,Catholic,Not applicable,Elementary,French,JK-6,Rockland,Ontario,650,0.9,0.12,0.01,0.01,0.16,0.0,0.93,9,0.93,7,0.89,11,0.91,2,0.77,2,0.77,10,0.09,0.06
558,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique de Casselman - Pav. St-Paul/Ste-Euphemie,Catholic,Not applicable,Elementary,French,JK-6,Casselman,Ontario,465,0.9,0.1,0.0,0.0,0.15,0.0,1.0,7,0.7,-20,0.84,-2,0.91,-1,0.69,-14,0.86,4,0.1,0.05
559,CSDC de l'Est ontarien,Cath Dist Sch Brd (E/F),Ecole elementaire catholique de l'Ange-Gardien,Catholic,Not applicable,Elementary,French,JK-6,North Lancaster,Ontario,175,0.7,0.3,0.0,0.0,0.15,0.0,0.96,24,0.83,24,1.0,31,1.0,0,0.88,7,0.8,-8,0.1,0.0
577,CSDC des Aurores boreales,Cath Dist Sch Brd (E/F),Ecole catholique Franco-Superieur,Catholic,Not applicable,Elementary,French,JK-6,Thunder Bay,Ontario,300,0.35,0.7,0.0,0.05,0.15,0.0,0.95,33,0.85,17,0.77,4,0.82,-12,0.68,-9,0.79,-5,0.15,0.05
585,CSDC des Grandes Rivieres,Cath Dist Sch Brd (E/F),Ecole catholique Andre-Cary,Catholic,Not applicable,Elementary,French,JK-8,Kapuskasing,Ontario,205,0.75,0.2,0.0,0.0,0.1,0.0,0.7,-8,0.57,-2,0.7,18,0.79,1,0.68,-2,0.79,-4,0.2,0.1
588,CSDC des Grandes Rivieres,Cath Dist Sch Brd (E/F),Ecole catholique Assomption (Kirkland Lake),Catholic,Not applicable,Elementary,French,JK-6,Kirkland Lake,Ontario,155,0.5,0.5,0.0,0.0,0.1,0.0,0.47,-26,0.21,-66,0.53,-20,0.77,-12,0.46,-17,0.46,-1,0.2,0.15
590,CSDC des Grandes Rivieres,Cath Dist Sch Brd (E/F),Ecole catholique Don-Bosco,Catholic,Not applicable,Elementary,French,JK-6,Timmins,Ontario,255,0.8,0.15,0.0,0.0,0.1,0.0,0.81,2,0.69,-21,0.75,-10,0.92,3,0.51,-38,0.62,-5,0.1,0.1
592,CSDC des Grandes Rivieres,Cath Dist Sch Brd (E/F),Ecole catholique Jacques-Cartier (Kapuskasing),Catholic,Not applicable,Elementary,French,JK-6,Kapuskasing,Ontario,160,0.9,0.05,0.0,0.0,0.15,0.0,0.94,-1,0.88,-7,0.94,10,0.86,1,0.48,-7,0.81,26,0.15,0.0
598,CSDC des Grandes Rivieres,Cath Dist Sch Brd (E/F),Ecole catholique Nouveau Regard (Pavillon St-Joseph),Catholic,Not applicable,Elementary,French,JK-8,Cochrane,Ontario,260,0.6,0.45,0.0,0.0,0.1,0.0,0.7,9,0.5,11,0.7,9,0.88,15,0.64,-9,0.88,19,0.15,0.2
601,CSDC des Grandes Rivieres,Cath Dist Sch Brd (E/F),Ecole catholique Saint-Michel,Catholic,Not applicable,Elementary,French,JK-8,New Liskeard,Ontario,400,0.85,0.15,0.0,0.0,0.1,0.0,0.86,3,0.76,1,0.76,-7,0.88,-9,0.5,-25,0.83,-6,0.2,0.05
607,CSDC des Grandes Rivieres,Cath Dist Sch Brd (E/F),Ecole catholique St-Gerard,Catholic,Not applicable,Elementary,French,JK-6,Timmins,Ontario,130,0.8,0.2,0.0,0.0,0.15,0.0,0.44,-24,0.25,-43,0.19,-54,0.83,18,0.57,28,0.43,-4,0.2,0.1
624,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Academie catholique Ange-Gabriel,Catholic,Not applicable,Elementary,French,JK-6,Brockville,Ontario,210,0.2,0.8,0.0,0.0,0.1,0.0,0.97,9,0.93,14,0.9,2,0.96,-4,0.8,-16,0.96,0,0.15,0.1
625,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Alain-Fortin,Catholic,Not applicable,Elementary,French,JK-6,Orleans,Ontario,525,0.75,0.29,0.01,0.02,0.12,0.0,0.87,10,0.81,2,0.68,-5,0.92,-5,0.71,-19,0.88,-4,0.08,0.01
626,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Arc-en-ciel,Catholic,Not applicable,Elementary,French,JK-6,Orleans,Ontario,430,0.8,0.2,0.0,0.05,0.2,0.0,0.96,2,0.98,-2,0.96,2,0.98,0,0.95,1,0.98,4,0.0,0.0
629,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Bernard-Grandmaitre,Catholic,Not applicable,Elementary,French,JK-6,Ottawa,Ontario,745,0.51,0.56,0.01,0.02,0.11,0.0,0.94,-2,0.89,-5,0.87,-5,0.98,4,0.93,3,0.96,5,0.07,0.01
630,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique De la Decouverte,Catholic,Not applicable,Elementary,French,JK-6,Cumberland,Ontario,495,0.7,0.25,0.05,0.0,0.15,0.0,0.91,-1,0.86,-5,0.8,-1,0.96,1,0.79,-10,0.94,13,0.0,0.05
631,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Des  Voyageurs,Catholic,Not applicable,Elementary,French,JK-6,Orleans,Ontario,315,0.75,0.25,0.0,0.0,0.2,0.0,0.94,12,0.9,-8,0.69,-6,1.0,0,0.98,1,0.89,-8,0.05,0.05
633,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Des Pionniers,Catholic,Not applicable,Elementary,French,JK-6,Orleans,Ontario,435,0.8,0.2,0.0,0.05,0.2,0.0,0.96,5,0.88,17,0.94,14,0.9,1,0.78,-3,0.9,9,0.1,0.05
634,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Elisabeth-Bruyere,Catholic,Not applicable,Elementary,French,JK-6,Kanata,Ontario,470,0.55,0.55,0.0,0.0,0.1,0.0,0.85,-1,0.79,2,0.79,-1,0.98,0,0.9,-6,0.9,0,0.1,0.05
635,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique George-Etienne-Cartier,Catholic,Not applicable,Elementary,French,JK-6,Ottawa,Ontario,385,0.55,0.6,0.1,0.05,0.15,0.0,0.94,-4,0.92,-4,0.78,-12,0.96,-1,0.9,-7,0.94,-3,0.2,0.0
636,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Horizon-Jeunesse,Catholic,Not applicable,Elementary,French,JK-6,Vanier,Ontario,280,0.9,0.2,0.25,0.25,0.25,0.0,0.75,12,0.82,21,0.64,15,0.91,14,0.91,18,0.72,2,0.5,0.15
637,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique J.-L.-Couroux,Catholic,Not applicable,Elementary,French,JK-8,Carleton Place,Ontario,220,0.25,0.8,0.0,0.0,0.1,0.0,1.0,5,0.94,-1,0.94,8,0.94,0,0.72,-22,0.89,-5,0.1,0.05
638,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Jean-Robert-Gauthier,Catholic,Not applicable,Elementary,French,JK-6,Ottawa,Ontario,320,0.5,0.6,0.0,0.05,0.15,0.0,0.97,6,0.9,-6,0.87,5,0.98,2,0.88,-4,0.81,-10,0.05,0.05
639,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Jeanne-Lajoie,Catholic,Not applicable,Elementary,French,JK-6,Pembroke,Ontario,545,0.41,0.6,0.0,0.0,0.12,0.0,0.81,-4,0.65,-26,0.66,-12,0.95,1,0.89,4,0.94,17,0.07,0.02
641,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique L'Envol,Catholic,Not applicable,Elementary,French,JK-8,Trenton,Ontario,200,0.5,0.5,0.0,0.0,0.15,0.0,0.89,-6,0.95,6,0.95,-5,0.94,-6,0.81,-9,0.88,-12,0.15,0.05
642,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique L'Etoile-de-l'Est,Catholic,Not applicable,Elementary,French,JK-6,Orleans,Ontario,395,0.7,0.35,0.0,0.0,0.15,0.0,1.0,12,0.98,1,0.94,7,1.0,0,1.0,2,0.93,-1,0.1,0.0
643,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique La Verendrye,Catholic,Not applicable,Elementary,French,JK-6,Gloucester,Ontario,455,0.7,0.4,0.1,0.1,0.1,0.0,0.91,6,0.84,6,0.75,-5,0.92,-5,0.86,-7,0.94,1,0.2,0.05
644,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Laurier-Carriere,Catholic,Not applicable,Elementary,French,JK-6,Nepean,Ontario,405,0.6,0.5,0.05,0.1,0.15,0.0,0.92,5,0.81,-3,0.73,-6,0.79,-13,0.67,-16,0.67,-18,0.2,0.05
645,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Marius-Barbeau,Catholic,Not applicable,Elementary,French,JK-8,Ottawa,Ontario,290,0.75,0.5,0.15,0.15,0.15,0.0,0.97,16,0.89,16,0.97,5,1.0,10,0.91,8,0.97,2,0.45,0.15
646,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Mgr-Remi-Gaulin,Catholic,Not applicable,Elementary,French,JK-6,Kingston,Ontario,330,0.55,0.5,0.0,0.05,0.1,0.0,0.88,16,0.76,-2,0.71,3,0.91,-5,0.64,-27,0.79,-10,0.15,0.05
647,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Montfort,Catholic,Not applicable,Elementary,French,JK-6,Ottawa,Ontario,620,0.82,0.32,0.2,0.19,0.12,0.0,0.9,2,0.82,-2,0.75,-6,0.92,1,0.75,-16,0.65,-12,0.41,0.14
649,CSDC du Centre-Est de l'Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Notre-Dame-des-Champs,Catholic,Not applicable,Elementary,French,JK-6,Ottawa,Ontario,440,0.75,0.4,0.0,0.0,0.1,0.0,0.89,9,0.74,-9,0.81,-2,1.0,2,0.88,-2,0.9,8,0.1,0.0
